title,console,genre,publisher,developer,critic_score,total_sales(mil),na_sales(mil),jp_sales(mil),pal_sales(mil),other_sales(mil),release_date,release_year,release_month,sales_sum
Hello Kitty's Cube Frenzy,PS,Puzzle,NewKidCo,Culture Publishers,7.3,0.09,0.05,0.0,0.03,0.01,1999-03-31,1999.0,3.0,0.09
Pipe Mania,DS,Puzzle,Empire Interactive,Razorworks Studios,7.3,0.09,0.08,0.0,0.01,0.01,2008-09-26,2008.0,9.0,0.09999999999999999
Nights of Azure,PS4,Action,Tecmo Koei,Gust,6.8,0.09,0.04,0.0,0.04,0.02,2016-03-29,2016.0,3.0,0.1
Barbie and the Magic of Pegasus,GBA,Action,Vivendi Games,VU Games,6.8,0.09,0.07,0.0,0.02,0.0,2005-09-06,2005.0,9.0,0.09000000000000001
Rygar: The Battle of Argus,Wii,Action,Tecmo,Tecmo,6.8,0.09,0.09,0.0,0.0,0.01,2009-01-28,2009.0,1.0,0.09999999999999999
Retro Game Challenge (US sales),DS,Action,Xseed Games,Bandai Namco Games,6.8,0.09,0.09,0.0,0.0,0.0,2009-02-10,2009.0,2.0,0.09
Ninja Gaiden Black,XB,Action,Tecmo,Team Ninja,9.5,0.09,0.07,0.0,0.02,0.0,2005-09-20,2005.0,9.0,0.09000000000000001
Beowulf: The Game,PSP,Action,Ubisoft,Ubisoft,6.8,0.09,0.08,0.0,0.0,0.01,2007-12-04,2007.0,12.0,0.09
Barnyard,PS2,Action,THQ,Blue Tongue,6.8,0.09,0.05,0.0,0.04,0.01,2006-08-01,2006.0,8.0,0.09999999999999999
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,Action,Activision,PlatinumGames,6.8,0.09,0.03,0.0,0.06,0.01,2016-05-24,2016.0,5.0,0.09999999999999999
Rapala Pro Bass Fishing 2010,PSP,Sports,Activision,FUN Labs,7.8,0.09,0.08,0.0,0.0,0.02,2010-09-28,2010.0,9.0,0.1
Pro Yakyuu Greatest Nine 98,SAT,Sports,Sega,Nextech,7.8,0.09,0.0,0.09,0.0,0.0,1998-03-26,1998.0,3.0,0.09
NCAA March Madness 08,PS3,Sports,EA Sports,EA Canada,7.8,0.09,0.08,0.0,0.0,0.01,2007-12-11,2007.0,12.0,0.09
Let's Ride! Silver Buckle Stables,PS2,Sports,THQ,Coresoft,7.8,0.09,0.05,0.0,0.04,0.01,2006-03-14,2006.0,3.0,0.09999999999999999
Island Xtreme Stunts,PS2,Action,Electronic Arts,Silicon Dreams,6.8,0.09,0.04,0.0,0.03,0.01,2002-09-22,2002.0,9.0,0.08
Toy Soldiers: War Chest,PS4,Action,Ubisoft,Signal Studios,6.8,0.09,0.07,0.0,0.0,0.02,2015-08-11,2015.0,8.0,0.09000000000000001
Bladestorm: The Hundred Years' War,X360,Action,KOEI,Omega Force,6.9,0.09,0.08,0.0,0.01,0.01,2007-11-06,2007.0,11.0,0.09999999999999999
Altered Beast: Guardian of the Realms,GBA,Action,THQ,3d6 Games,6.5,0.09,0.07,0.0,0.02,0.0,2002-11-23,2002.0,11.0,0.09000000000000001
Deadliest Catch: Sea of Chaos,X360,Sports,Crave Entertainment,Double Tap,7.8,0.09,0.08,0.0,0.0,0.01,2010-11-29,2010.0,11.0,0.09
Alien Monster Bowling League,Wii,Sports,Destineer,Perpetual FX Creative,7.8,0.09,0.09,0.0,0.0,0.01,2009-10-27,2009.0,10.0,0.09999999999999999
Rugby League Live 4,PS4,Sports,Tru Blu Entertainment,Big Ant Studios,7.8,0.09,0.0,0.0,0.08,0.01,2017-07-28,2017.0,7.0,0.09
Agassi Tennis Generation,PS2,Sports,DreamCatcher Interactive,Aqua Pacific,7.8,0.09,0.04,0.0,0.03,0.01,2003-08-25,2003.0,8.0,0.08
Bass Pro Shops: The Hunt,X360,Sports,Griffin International,Piranha Games,7.8,0.09,0.08,0.0,0.0,0.01,2010-06-01,2010.0,6.0,0.09
Go Play: City Sports,Wii,Sports,Majesco,Digital Embryo,7.8,0.09,0.08,0.0,0.0,0.01,2009-09-08,2009.0,9.0,0.09
Jikkyou Powerful Pro Yakyuu 14 Ketteiban,PS2,Sports,Konami,PawaPuro Production,7.8,0.09,0.0,0.09,0.0,0.0,2007-12-20,2007.0,12.0,0.09
Major League Baseball 2K11,DS,Sports,2K Sports,Visual Concepts,7.8,0.09,0.08,0.0,0.0,0.01,2011-03-08,2011.0,3.0,0.09
Green Lantern: Rise of the Manhunters,Wii,Action,Warner Bros. Interactive,Griptonite Games,5.5,0.09,0.05,0.0,0.03,0.01,2011-06-07,2011.0,6.0,0.09
Mind Quiz,PSP,Action,Ubisoft,Sega,6.8,0.09,0.08,0.0,0.01,0.01,2006-10-31,2006.0,10.0,0.09999999999999999
Earth Defense Force 2: Invaders from Planet Space,PSV,Action,Xseed Games,Sandlot,6.8,0.09,0.04,0.04,0.0,0.01,2015-12-08,2015.0,12.0,0.09
Generator Rex: Agent of Providence,Wii,Action,Activision,Virtuos,6.8,0.09,0.07,0.0,0.01,0.01,2011-11-01,2011.0,11.0,0.09
Shrek SuperSlam,XB,Action,Activision,Shaba Games,6.8,0.09,0.07,0.0,0.02,0.0,2005-10-25,2005.0,10.0,0.09000000000000001
New Legends,XB,Action,THQ,Infinite Machine,6.8,0.09,0.07,0.0,0.02,0.0,2002-02-17,2002.0,2.0,0.09000000000000001
Little League World Series Baseball 2008,Wii,Sports,Activision,Now Production,7.8,0.09,0.09,0.0,0.0,0.01,2008-08-05,2008.0,8.0,0.09999999999999999
Fishing Master World Tour,Wii,Sports,Hudson Entertainment,Hudson Soft,7.8,0.09,0.08,0.0,0.0,0.01,2009-01-06,2009.0,1.0,0.09
Dreamer Series: Teacher,DS,Simulation,DreamCatcher Interactive,ZigZag Island,7.0,0.09,0.08,0.0,0.0,0.01,2009-06-09,2009.0,6.0,0.09
Harvest Moon: Boy & Girl,PSP,Simulation,Natsume,Marvelous Interactive,6.1,0.09,0.08,0.0,0.0,0.01,2007-07-31,2007.0,7.0,0.09
Sotsugyou Crossworld,PS,Simulation,Hearty Robin,Hearty Robin,7.0,0.09,0.0,0.08,0.0,0.01,1996-06-28,1996.0,6.0,0.09
MXGP 3: The Official Motocross Videogame,XOne,Racing,Milestone,Milestone,7.4,0.09,0.06,0.0,0.02,0.01,2017-06-20,2017.0,6.0,0.09
Indianapolis 500 Legends,DS,Racing,Destineer,Torus Games,7.4,0.09,0.08,0.0,0.0,0.01,2007-12-19,2007.0,12.0,0.09
Monster Jam: Urban Assault,PSP,Racing,Activision,Torus Games,7.4,0.09,0.08,0.0,0.0,0.01,2008-10-28,2008.0,10.0,0.09
Speed Kings,PS2,Racing,Acclaim Entertainment,Climax Entertainment,7.4,0.09,0.05,0.0,0.04,0.01,2003-05-28,2003.0,5.0,0.09999999999999999
MotoGP,XB,Racing,THQ,Climax Group,7.4,0.09,0.07,0.0,0.02,0.0,2002-05-19,2002.0,5.0,0.09000000000000001
R: Racing Evolution,XB,Racing,Namco,Namco,7.4,0.09,0.06,0.0,0.02,0.0,2003-12-09,2003.0,12.0,0.08
Rollcage Stage II,PS,Racing,Midway Games,Attention To Detail,7.4,0.09,0.05,0.0,0.03,0.01,2000-10-10,2000.0,10.0,0.09
Top Gear Rally,GBA,Racing,Nintendo,Tantalus Interactive,7.4,0.09,0.06,0.0,0.02,0.0,2003-10-28,2003.0,10.0,0.08
Busy Scissors,Wii,Simulation,Little Orbit,Little Orbit,7.0,0.09,0.08,0.0,0.0,0.01,2010-10-26,2010.0,10.0,0.09
Wing Commander IV: The Price of Freedom,PS,Simulation,Origin Systems,"Origin Systems, Inc.",7.0,0.09,0.05,0.0,0.03,0.01,1997-05-14,1997.0,5.0,0.09
Reading Training,DS,Simulation,Benesse,Intelligent Systems,7.0,0.09,0.0,0.08,0.0,0.0,2007-06-28,2007.0,6.0,0.08
Sega Bass Fishing,DC,Sports,Sega,Sega-AM1,7.8,0.09,0.0,0.09,0.0,0.0,1999-09-30,1999.0,9.0,0.09
World Stadium 5,PS,Sports,Namco,Namco,7.8,0.09,0.0,0.09,0.0,0.01,2001-05-10,2001.0,5.0,0.09999999999999999
MLB Superstars,Wii,Sports,2K Sports,Deep Fried Entertainment,7.8,0.09,0.08,0.0,0.0,0.01,2008-11-10,2008.0,11.0,0.09
Jikkyou Powerful Pro Yakyuu 2012,PSV,Sports,Konami Digital Entertainment,Konami,7.8,0.09,0.0,0.09,0.0,0.0,2012-07-19,2012.0,7.0,0.09
MLB 2K9 Fantasy All-Stars,DS,Sports,2K Sports,Take-Two Interactive,7.8,0.09,0.08,0.0,0.0,0.01,2009-03-03,2009.0,3.0,0.09
MLB SlugFest Loaded,XB,Sports,Midway Games,Point of View,7.8,0.09,0.07,0.0,0.02,0.0,2004-06-23,2004.0,6.0,0.09000000000000001
NFL Blitz 20-02,XB,Sports,Midway Games,Point of View,7.8,0.09,0.07,0.0,0.02,0.0,2002-03-18,2002.0,3.0,0.09000000000000001
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS2,Sports,Konami,Konami,7.8,0.09,0.0,0.09,0.0,0.0,2010-05-20,2010.0,5.0,0.09
Mutant Football League: Dynasty Edition,NS,Sports,Nighthawk Interactive,Digital Dreams,7.8,0.09,0.08,0.0,0.0,0.01,2018-10-30,2018.0,10.0,0.09
Major League Baseball 2K7,PSP,Sports,2K Sports,Visual Concepts,6.3,0.09,0.08,0.0,0.0,0.01,2007-02-26,2007.0,2.0,0.09
Wacky World of Sports,Wii,Sports,Sega,Sega,7.8,0.09,0.08,0.0,0.0,0.01,2009-09-22,2009.0,9.0,0.09
FIFA Soccer 12,PS2,Sports,EA Sports,EA Canada,7.8,0.09,0.0,0.0,0.02,0.06,2011-09-27,2011.0,9.0,0.08
World Cup '98 France: Road to Win,SAT,Sports,Sega,Sega,7.8,0.09,0.0,0.09,0.0,0.0,1998-06-11,1998.0,6.0,0.09
MLB SlugFest 20-04,XB,Sports,Midway Games,Criterion Games,7.8,0.09,0.07,0.0,0.02,0.0,2003-03-16,2003.0,3.0,0.09000000000000001
Backyard Sports: Sandlot Sluggers,X360,Sports,Atari,Atari Games,7.8,0.09,0.09,0.0,0.0,0.01,2010-05-25,2010.0,5.0,0.09999999999999999
FIFA 2001: Major League Soccer,PS2,Sports,EA Sports,EA Canada,7.8,0.09,0.0,0.09,0.0,0.0,2000-11-24,2000.0,11.0,0.09
ESPN NBA 2Night,PS2,Sports,Konami,Konami Computer Entertainment Osaka,7.8,0.09,0.05,0.0,0.04,0.01,2001-02-13,2001.0,2.0,0.09999999999999999
Ribbit King,PS2,Sports,Bandai,Bandai,7.8,0.09,0.05,0.0,0.04,0.01,2004-06-15,2004.0,6.0,0.09999999999999999
Winning Post 6,PS2,Sports,KOEI,Koei/Inis,7.8,0.09,0.0,0.09,0.0,0.0,2003-08-28,2003.0,8.0,0.09
Field & Stream: Total Outdoorsman Challenge,X360,Sports,505 Games,Beast Studios S.r.l.,7.8,0.09,0.09,0.0,0.0,0.01,2010-06-22,2010.0,6.0,0.09999999999999999
Cabela's Big Game Hunter,GBA,Sports,10TACLE Studios,ImageBuilder Software,7.8,0.09,0.07,0.0,0.02,0.0,2002-12-11,2002.0,12.0,0.09000000000000001
World Championship Games: A Track & Field Event,DS,Sports,Game Factory,Code Monkeys,7.8,0.09,0.08,0.0,0.0,0.01,2009-03-10,2009.0,3.0,0.09
Yourself Fitness,XB,Sports,responDESIGN,"responDESIGN, Inc.",7.8,0.09,0.07,0.0,0.02,0.0,2004-10-08,2004.0,10.0,0.09000000000000001
NHL 2K8,PS3,Sports,2K Sports,Kush Games,7.8,0.09,0.08,0.0,0.01,0.01,2007-09-10,2007.0,9.0,0.09999999999999999
Big League Sports: Summer,Wii,Sports,Activision,Koolhaus Games,7.8,0.09,0.09,0.0,0.0,0.01,2009-06-16,2009.0,6.0,0.09999999999999999
Championship Foosball,Wii,Sports,505 Games,Del,7.8,0.09,0.09,0.0,0.0,0.01,2008-11-18,2008.0,11.0,0.09999999999999999
NFL Blitz 20-02,GC,Sports,Midway Games,Point of View,7.8,0.09,0.07,0.0,0.02,0.0,2002-03-18,2002.0,3.0,0.09000000000000001
Jikkyou Powerful Pro Yakyuu Portable 2,PSP,Sports,Konami,PawaPuro Productions,7.8,0.09,0.0,0.09,0.0,0.0,2007-04-05,2007.0,4.0,0.09
Rugby 2005,PS2,Sports,EA Sports,HB Studios Multimedia,7.8,0.09,0.04,0.0,0.03,0.01,2005-03-08,2005.0,3.0,0.08
Pro Evolution Soccer 2012,PC,Sports,Konami,Konami,7.0,0.09,0.0,0.0,0.07,0.02,2011-10-14,2011.0,10.0,0.09000000000000001
Jikkyou Powerful Pro Yakyuu 2000 Ketteiban,PS,Sports,Konami,Diamond Head,7.8,0.09,0.0,0.08,0.0,0.01,2000-12-21,2000.0,12.0,0.09
Pro Evolution Soccer 2018,PS3,Sports,Konami Digital Entertainment,Konami Digital Entertainment,7.8,0.09,0.01,0.03,0.04,0.01,2017-09-12,2017.0,9.0,0.09
Remington Super Slam Hunting: Alaska,Wii,Sports,Mastiff,Mastiff,7.8,0.09,0.08,0.0,0.0,0.01,2011-04-26,2011.0,4.0,0.09
Transworld Snowboarding,XB,Sports,Atari,Housemarque,7.8,0.09,0.07,0.0,0.02,0.0,2002-10-29,2002.0,10.0,0.09000000000000001
Major League Baseball 2K9,PSP,Sports,2K Sports,Visual Concepts,6.0,0.09,0.08,0.0,0.0,0.01,2009-03-23,2009.0,3.0,0.09
World Soccer Winning Eleven 8 International,XB,Sports,Konami,Konami Computer Entertainment Tokyo,7.8,0.09,0.07,0.0,0.02,0.0,2005-02-02,2005.0,2.0,0.09000000000000001
Ski and Shoot,Wii,Sports,Conspiracy Entertainment,49Games,7.8,0.09,0.04,0.0,0.04,0.01,2008-12-09,2008.0,12.0,0.09
Pro Yakyuu Spirits 2014,PSP,Sports,Konami Digital Entertainment,Konami,7.8,0.09,0.0,0.09,0.0,0.0,2014-03-20,2014.0,3.0,0.09
Jikkyou Powerful Pro Yakyuu 9 Ketteiban,PS2,Sports,Konami,Diamond Head,7.8,0.09,0.0,0.09,0.0,0.0,2002-12-19,2002.0,12.0,0.09
Rugby 15,XOne,Sports,Maximum Games,HB Studios,7.8,0.09,0.03,0.0,0.05,0.01,2015-02-24,2015.0,2.0,0.09
Derby Stallion,SAT,Sports,ASCII Entertainment,ParityBit,7.8,0.09,0.0,0.09,0.0,0.0,1999-03-25,1999.0,3.0,0.09
NBA 2K18,PS3,Sports,2K Sports,Visual Concepts,7.0,0.09,0.06,0.01,0.01,0.01,2017-09-19,2017.0,9.0,0.08999999999999998
FIFA Street 3,DS,Sports,EA Sports BIG,EA Canada,7.8,0.09,0.06,0.0,0.02,0.01,2008-02-18,2008.0,2.0,0.09
Captain Tsubasa: Aratanaru Densetsu Joshou,PS,Sports,Konami,Konami,7.8,0.09,0.0,0.08,0.0,0.01,2002-05-16,2002.0,5.0,0.09
The Incredibles: Rise of the Underminer,XB,Action,THQ,Heavy Iron Studios,6.5,0.09,0.06,0.0,0.02,0.0,2005-11-01,2005.0,11.0,0.08
Captain America: Super Soldier,3DS,Action,Sega,Sega,5.0,0.09,0.05,0.0,0.03,0.01,2011-10-25,2011.0,10.0,0.09
Destroy All Humans! Path of the Furon,PS3,Action,Unknown,Sandblast Games,5.0,0.09,0.0,0.0,0.08,0.01,2020-12-31,2020.0,12.0,0.09
Romance of the Three Kingdoms XII,PS3,Strategy,Tecmo Koei,Tecmo Koei Games,7.7,0.09,0.0,0.09,0.0,0.0,2012-12-13,2012.0,12.0,0.09
Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),PS2,Strategy,Konami,Konami,7.7,0.09,0.05,0.0,0.04,0.01,2008-01-08,2008.0,1.0,0.09999999999999999
Grand Ages: Medieval,PS4,Strategy,Kalypso Media,Gaming Minds Studios,7.7,0.09,0.0,0.03,0.05,0.01,2015-09-29,2015.0,9.0,0.09
Return Fire,PS,Strategy,Time Warner Interactive,Silent Software Inc.,7.7,0.09,0.05,0.0,0.03,0.01,1996-04-12,1996.0,4.0,0.09
Hearts of Iron III,PC,Strategy,Paradox Interactive,Paradox Interactive,7.9,0.09,0.04,0.0,0.04,0.01,2009-08-11,2009.0,8.0,0.09
Astro Boy,PS2,Action,Sega,Sonic Team,6.8,0.09,0.04,0.0,0.03,0.01,2004-08-18,2004.0,8.0,0.08
Def Jam Fight For NY: The Takeover,PSP,Action,Electronic Arts,Aki Corp,8.0,0.09,0.08,0.0,0.0,0.01,2006-08-29,2006.0,8.0,0.09
Ghosthunter,PS2,Action,Namco,SCEE Cambridge,6.8,0.09,0.04,0.0,0.03,0.01,2004-08-17,2004.0,8.0,0.08
Charlotte's Web,DS,Action,Sega,Backbone Entertainment,6.8,0.09,0.08,0.0,0.0,0.01,2006-11-14,2006.0,11.0,0.09
Killer7,PS2,Action,Capcom,Grasshopper Manufacture,6.5,0.09,0.04,0.0,0.03,0.01,2005-07-07,2005.0,7.0,0.08
50 Cent: Bulletproof,PSP,Action,Vivendi Games,High Voltage Software,5.5,0.09,0.08,0.0,0.0,0.01,2006-08-29,2006.0,8.0,0.09
Dragon's Dogma Online,PS4,Role-Playing,Capcom,Capcom,7.5,0.09,0.0,0.09,0.0,0.0,2015-08-27,2015.0,8.0,0.09
Shining Resonance Refrain,NS,Role-Playing,Sega,Media.Vision,7.5,0.09,0.05,0.01,0.01,0.01,2018-07-10,2018.0,7.0,0.08
Wizardry: Tale of the Forsaken Land,PS2,Role-Playing,Atlus,Racjin,7.5,0.09,0.04,0.0,0.03,0.01,2001-12-19,2001.0,12.0,0.08
Lost Heroes,3DS,Role-Playing,Namco Bandai Games,Banpresto,7.5,0.09,0.0,0.09,0.0,0.0,2012-09-06,2012.0,9.0,0.09
Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs the Soulless Army,PS2,Role-Playing,Atlus,Atlus Co.,7.4,0.09,0.0,0.09,0.0,0.0,2006-10-10,2006.0,10.0,0.09
Rapid Reload,PS,Shooter,Sony Computer Entertainment,Media.Vision,7.5,0.09,0.0,0.09,0.0,0.01,1995-09-01,1995.0,9.0,0.09999999999999999
Gradius V,PS2,Shooter,Konami,"Treasure Co., Ltd.",7.5,0.09,0.05,0.0,0.04,0.01,2004-09-14,2004.0,9.0,0.09999999999999999
Red Faction: Guerrilla Re-Mars-tered,PS4,Shooter,THQ Nordic,Volition,7.5,0.09,0.04,0.0,0.04,0.02,2018-07-03,2018.0,7.0,0.1
Raiden Fighters Aces,X360,Shooter,Valcon Games,Gulti,7.5,0.09,0.06,0.0,0.03,0.01,2009-05-07,2009.0,5.0,0.09999999999999999
Total Overdose: A Gunslinger's Tale in Mexico,PS2,Shooter,Eidos Interactive,Deadline Games,7.5,0.09,0.04,0.0,0.04,0.01,2005-09-27,2005.0,9.0,0.09
Metal Slug X,PS,Shooter,Agetec,ProSoft,7.5,0.09,0.05,0.0,0.03,0.01,2001-04-14,2001.0,4.0,0.09
Top Gun: Firestorm Advance,GBA,Shooter,Titus,Titus Software,7.5,0.09,0.07,0.0,0.02,0.0,2002-11-26,2002.0,11.0,0.09000000000000001
NERF N-Strike: Double Blast Bundle,Wii,Shooter,Electronic Arts,EA Salt Lake,7.5,0.09,0.09,0.0,0.0,0.01,2010-10-26,2010.0,10.0,0.09999999999999999
Robotron 64,N64,Shooter,Crave Entertainment,Player 1,7.5,0.09,0.07,0.0,0.02,0.0,1998-01-06,1998.0,1.0,0.09000000000000001
Quantum Theory,X360,Shooter,Tecmo Koei,Team Tachyon,7.5,0.09,0.06,0.0,0.02,0.01,2010-09-28,2010.0,9.0,0.09
Savage Skies,PS2,Shooter,BAM! Entertainment,iRock Interactive,7.5,0.09,0.04,0.0,0.03,0.01,2002-03-31,2002.0,3.0,0.08
Detana TwinBee Yahho! Deluxe Pack,PS,Shooter,Konami,Konami,7.5,0.09,0.0,0.08,0.0,0.01,1995-09-29,1995.0,9.0,0.09
Damnation,PS3,Shooter,Codemasters,Blue Omega Entertainment,3.6,0.09,0.07,0.0,0.01,0.01,2009-05-26,2009.0,5.0,0.09
Borderlands 2 VR,PS4,Shooter,2K Games,Gearbox Software,7.5,0.09,0.07,0.0,0.0,0.02,2018-12-14,2018.0,12.0,0.09000000000000001
Defender,XB,Shooter,Midway Games,7 Studios,7.5,0.09,0.07,0.0,0.02,0.0,2002-10-22,2002.0,10.0,0.09000000000000001
Sniper Elite,XB,Shooter,Namco,Rebellion Developments,7.5,0.09,0.07,0.0,0.02,0.0,2005-10-18,2005.0,10.0,0.09000000000000001
Duke Nukem 3D: 20th Anniversary World Tour,PS4,Shooter,Gearbox Software,Gearbox Software,7.5,0.09,0.07,0.0,0.0,0.02,2016-10-18,2016.0,10.0,0.09000000000000001
Lethal Enforcers,SNES,Shooter,Konami,Konami,7.5,0.09,0.0,0.09,0.0,0.0,1994-01-01,1994.0,1.0,0.09
Strange Brigade,PS4,Shooter,Rebellion Developments,Rebellion Developments,7.5,0.09,0.05,0.0,0.03,0.02,2018-08-28,2018.0,8.0,0.1
Crysis: Maximum Edition,PC,Shooter,Electronic Arts,Crytek,7.5,0.09,0.0,0.0,0.07,0.02,2009-05-05,2009.0,5.0,0.09000000000000001
Invasion From Beyond,PS,Shooter,GT Interactive,King of the Jungle,7.5,0.09,0.05,0.0,0.03,0.01,1998-11-30,1998.0,11.0,0.09
ShellShock 2: Blood Trails,X360,Shooter,Eidos Interactive,Rebellion Developments,3.2,0.09,0.05,0.0,0.03,0.01,2009-02-24,2009.0,2.0,0.09
XIII,GC,Shooter,Ubisoft,Ubisoft Paris,7.5,0.09,0.07,0.0,0.02,0.0,2003-11-24,2003.0,11.0,0.09000000000000001
F.E.A.R. Files,X360,Shooter,Sierra Entertainment,TimeGate Studios/Day 1 Studios,6.9,0.09,0.07,0.0,0.01,0.01,2007-11-06,2007.0,11.0,0.09
Codename Tenka,PS,Shooter,Sony Computer Entertainment,Psygnosis,7.0,0.09,0.05,0.0,0.03,0.01,1997-05-31,1997.0,5.0,0.09
Shin Megami Tensei,PS,Role-Playing,Atlus,Atlus Co.,7.5,0.09,0.0,0.09,0.0,0.01,2001-05-31,2001.0,5.0,0.09999999999999999
Romance of the Three Kingdoms X,PS2,Strategy,KOEI,Koei,7.7,0.09,0.04,0.0,0.03,0.01,2005-06-21,2005.0,6.0,0.08
Brigandine: The Legend of Forsena,PS,Strategy,Atlus,Hearty Robin,7.7,0.09,0.05,0.0,0.03,0.01,1998-10-31,1998.0,10.0,0.09
Tom Clancy's EndWar,DS,Strategy,Ubisoft,Funatics Software,7.7,0.09,0.08,0.0,0.01,0.01,2008-11-04,2008.0,11.0,0.09999999999999999
Castlevania: Lords of Shadow 2,X360,Action-Adventure,Konami Digital Entertainment,Mercury Steam,7.65,0.09,0.02,0.0,0.06,0.01,2014-02-25,2014.0,2.0,0.09
Invizimals: The Alliance,PSV,Action-Adventure,Sony Computer Entertainment,Novarama,7.65,0.09,0.0,0.0,0.07,0.02,2014-09-30,2014.0,9.0,0.09000000000000001
The Amazing Spider-Man (2012),WiiU,Action-Adventure,Activision,Beenox,6.0,0.09,0.05,0.0,0.04,0.01,2013-03-05,2013.0,3.0,0.09999999999999999
Lock's Quest,DS,Strategy,THQ,5TH Cell,7.7,0.09,0.08,0.0,0.0,0.01,2008-09-08,2008.0,9.0,0.09
Populous DS,DS,Strategy,Xseed Games,Genki,7.7,0.09,0.07,0.02,0.0,0.01,2008-11-10,2008.0,11.0,0.1
Langrisser V: The End of Legend,SAT,Strategy,NCS,Career Soft,7.7,0.09,0.0,0.09,0.0,0.0,1998-06-18,1998.0,6.0,0.09
Populous: The Beginning,PS,Strategy,Electronic Arts,Bullfrog Productions,7.7,0.09,0.05,0.0,0.04,0.01,1999-03-31,1999.0,3.0,0.09999999999999999
Dungeons,PC,Strategy,Kalypso,Kalypso Media,6.5,0.09,0.07,0.0,0.02,0.01,2011-02-10,2011.0,2.0,0.1
Supreme Commander,X360,Strategy,Aspyr,Gas Powered Games,5.7,0.09,0.07,0.0,0.01,0.01,2008-06-23,2008.0,6.0,0.09
R-Type Command,PSP,Strategy,Atlus,Irem Software Engineering,7.7,0.09,0.07,0.01,0.0,0.02,2008-05-06,2008.0,5.0,0.1
Black & White 2,PC,Strategy,Electronic Arts,Lionhead Studios,7.7,0.09,0.01,0.0,0.07,0.01,2005-10-04,2005.0,10.0,0.09
Theme Hospital,PS,Strategy,Electronic Arts,Krisalis Software,7.2,0.09,0.03,0.03,0.02,0.01,1998-03-31,1998.0,3.0,0.09
MetropolisMania,PS2,Strategy,Natsume,Indi Software,6.8,0.09,0.04,0.0,0.03,0.01,2002-10-03,2002.0,10.0,0.08
Cardfight!! Vanguard: Ride to Victory!!,3DS,Strategy,FuRyu Corporation,FuRyu,7.7,0.09,0.0,0.09,0.0,0.0,2013-04-11,2013.0,4.0,0.09
InuYasha: Secret of the Divine Jewel,DS,Role-Playing,Namco Bandai,Art,7.5,0.09,0.09,0.0,0.0,0.01,2007-01-23,2007.0,1.0,0.09999999999999999
The Technomancer,PS4,Role-Playing,Focus Home Interactive,Spiders,7.5,0.09,0.04,0.0,0.04,0.02,2016-06-28,2016.0,6.0,0.1
Summon Night 6: Lost Borders,PSV,Role-Playing,Gaijinworks,Media.Vision,7.5,0.09,0.02,0.07,0.0,0.01,2017-10-31,2017.0,10.0,0.1
Chou Jigen Game Neptune Mk-II,PS3,Role-Playing,Compile Heart,Compile Heart,7.5,0.09,0.0,0.09,0.0,0.0,2011-08-18,2011.0,8.0,0.09
We Happy Few,XOne,Action-Adventure,Gearbox Software,Compulsion Games,7.65,0.09,0.07,0.0,0.01,0.01,2018-08-10,2018.0,8.0,0.09
Glory Days 2,DS,Strategy,Secret Stash Games,Odenis Studio,7.7,0.09,0.08,0.0,0.0,0.01,2007-08-06,2007.0,8.0,0.09
Nobunaga's Ambition: Iron Triangle,PS2,Strategy,KOEI,Koei,7.7,0.09,0.04,0.0,0.03,0.01,2009-01-27,2009.0,1.0,0.08
Wild ARMs: Alter Code F,PS2,Role-Playing,Agetec,Media.Vision,7.2,0.09,0.05,0.0,0.04,0.01,2005-11-15,2005.0,11.0,0.09999999999999999
Mimana Iyar Chronicle,PSP,Role-Playing,Aksys Games,"Kogado Studio, Inc.",7.5,0.09,0.07,0.01,0.0,0.01,2010-03-30,2010.0,3.0,0.09
Fighting Fantasy: The Warlock of Firetop Mountain,DS,Role-Playing,Aspyr,Big Blue Bubble,7.5,0.09,0.08,0.0,0.0,0.01,2009-10-27,2009.0,10.0,0.09
Riviera: The Promised Land,PSP,Role-Playing,Atlus,Sting,7.5,0.09,0.07,0.02,0.0,0.01,2007-07-11,2007.0,7.0,0.1
Skies of Arcadia,DC,Role-Playing,Sega,Overworks,9.2,0.09,0.0,0.09,0.0,0.0,2000-11-13,2000.0,11.0,0.09
Blood of Bahamut,DS,Role-Playing,Square Enix,Square Enix,7.5,0.09,0.0,0.09,0.0,0.0,2009-08-06,2009.0,8.0,0.09
Lilie no Atelier: Salburg no Renkinjutsushi 3,PS2,Role-Playing,Gust,Gust,7.5,0.09,0.0,0.09,0.0,0.0,2001-06-21,2001.0,6.0,0.09
Dark Souls Trilogy,PS4,Role-Playing,Bandai Namco Entertainment,From Software,7.5,0.09,0.07,0.01,0.0,0.02,2018-10-19,2018.0,10.0,0.1
Last Rebellion,PS3,Role-Playing,NIS America,Hit Maker,4.8,0.09,0.06,0.01,0.01,0.01,2010-02-23,2010.0,2.0,0.08999999999999998
Spectral Force Genesis,DS,Role-Playing,Ignition Entertainment,Neverland Company,7.5,0.09,0.08,0.01,0.0,0.01,2010-03-16,2010.0,3.0,0.09999999999999999
